id_number,Prediction
2592,14.9223726067
2323,27.0804942961
1035,65.9796473965
6413,68.0486690643
5904,63.485475742
398,63.4785126459
4358,31.17825568
2104,60.5520868624
3770,21.3445831365
191,37.5881296424
5918,61.4036895013
1375,65.6669353641
373,20.5670098123
4009,26.1472747294
6146,56.7724095113
1040,65.8449926864
4059,14.9239447962
2698,28.737871807
2740,38.2725224951
4672,24.9182666448
4981,17.1590288754
3964,16.1821741163
4970,36.8284439513
3974,64.5534913195
1558,45.7391191617
5976,62.445613057
78,56.7063198431
573,37.5241432443
3936,28.4995920726
4767,23.7693249095
243,33.6611134211
104,23.1930675868
2793,48.7465094866
4116,25.1876386935
2715,61.7699068896
1732,67.8862383908
969,22.7709121969
892,27.3028212343
3518,80.750225174
3655,72.8159274614
1894,33.3501415571
1302,32.5042876846
52,65.75023993
5938,70.8590523183
5634,62.794586704
3863,65.7512436776
4936,50.6067944408
2233,56.8284667477
1244,68.7093554457
663,76.2025311345
2189,56.683292018
5602,43.0296616337
3755,24.540203073
2535,28.2141302688
4090,69.1208715748
6300,67.7725940527
2605,50.4844725297
994,68.7037911903
5317,59.0469759988
2416,75.7805682134
3379,68.3120925476
2464,25.2490401416
4495,76.3448618659
3761,48.5943549148
790,26.7598785661
5015,49.3967818813
3358,57.9297480355
2790,68.6264151489
5291,67.6642278205
4908,67.7936275881
4179,52.9298532188
6628,54.6783563887
1803,25.0609249027
7122,75.5213924044
3510,51.0891615984
2472,46.5772539972
2028,25.3573506981
277,58.0389054388
3971,68.1578503928
4632,57.3894420124
5589,18.4170776012
3373,79.5535393096
2683,24.812385043
1500,43.273276994
6062,75.3282109456
3924,65.6498554079
2343,80.5346267596
3534,86.9435002936
5513,39.4436509806
5217,44.0858106116
1296,61.610369904
258,45.3252449254
824,40.4050488736
5394,59.4484081659
3040,39.2878849127
4526,55.0392689542
3424,56.483638546
5566,72.9998931759
5044,62.8044691766
3000,28.5225256899
271,29.2684704223
3574,74.5901651312
4548,62.5399990083
5535,61.8129134853
5000,38.2004083556
5576,60.570040327
182,24.0876176308
1531,29.0539563021
6294,61.8344563199
2952,43.689813792
6839,57.6144517478
4044,22.21374293
1881,56.6361685758
2692,33.7865278708
5977,65.4886439204
211,17.2367441941
4690,27.7939184351
3830,29.7742659307
281,16.7538479167
3868,29.6607151665
2349,66.7903855927
3921,68.1050189312
5249,23.5008937619
3703,33.107877263
3912,92.4787086642
3216,83.8178873934
1490,47.6506358084
4685,67.9195163867
3539,63.0118392744
5294,69.2191565443
748,34.3812151325
2301,44.8099432951
3764,61.3077474289
1530,77.7265017647
529,63.46194902
5662,70.2239839607
4461,56.0411911117
2918,62.2462764035
6006,56.8870435361
6684,64.2339156453
1464,53.6080107326
1321,55.3768095115
5058,30.9478774311
6792,62.7628050619
2532,54.6178551534
7121,78.5644232679
178,29.813572821
2470,61.1325094912
929,73.156498461
5439,21.5233180057
188,36.1956616522
3613,18.4177676252
2943,27.67757998
5688,59.9403357861
5612,64.7103902333
4634,57.8916466179
4017,42.2681486357
1168,51.1336291145
3652,67.6330594565
6242,55.4485828687
4147,30.0134970372
3419,73.9242197095
2519,69.9548745115
6365,60.1510344898
6746,47.2927114456
3074,28.2150051183
7067,59.9133670374
555,21.8038639411
2908,52.1373830356
1138,22.2276345776
2077,42.8881950425
4938,64.4847932442
402,54.0821658735
3995,32.8712162065
5664,72.0047439607
5578,66.3960298282
837,57.5959343091
1910,55.3780416334
6604,56.5240686122
2661,77.0962468778
1336,62.3336661435
3636,25.2287051558
765,22.330116496
2178,59.6929433585
3336,53.1347507055
1137,42.7111462221
6843,59.6757604732
3816,43.9662052689
6452,62.0599104394
22,78.6861556761
3212,60.8893707751
1352,21.1231072291
5666,69.9614316866
295,14.729232115
2895,26.5208068553
2186,62.3574567428
1794,41.2050020428
7266,76.0412132572
4432,69.8072393413
408,18.2109025932
5070,68.54466726
4820,59.8717896514
7105,78.5644232679
4226,41.6511208007
4819,69.5261701696
2014,43.8341925518
514,18.8368677192
4258,0.738517836157
4184,37.1758161376
4161,41.1435733286
3746,18.3250468785
3037,35.9033481503
887,33.5043317256
2057,22.4832085481
6061,48.1990607802
6439,67.5316306319
6151,70.7056061556
3904,70.6834591384
2062,63.7149622974
5621,18.9432610589
1349,50.2597154825
2427,54.9233258736
3737,50.002780919
4352,10.1068010047
6381,51.9145562266
4197,41.7584083408
794,21.9572810252
3357,48.4170439802
2118,42.4384196773
3369,60.8014789149
1381,47.1831442368
2837,45.3069805296
1391,30.6395652699
3517,79.453674114
2223,30.6291215002
3269,59.2889643435
3760,14.878665119
1561,22.2237410432
4651,78.7012505111
3540,75.8643156816
3843,13.9351776649
5530,28.7325914226
3167,60.0097930612
2021,59.6995997823
3774,23.5082723249
2447,57.7826880469
3011,64.0703664324
3301,64.2636624147
6275,66.4012946116
7156,84.1197837266
4275,56.7102279689
2177,23.5131438581
2457,52.6358045334
3388,50.5164866072
1434,43.7412889641
5094,19.0766404833
6025,63.2931706483
3290,73.3186186305
2985,79.4384112285
5030,34.9554326511
6505,65.7093066973
6453,60.4415625225
2128,35.1635561619
1685,25.0785141933
5798,42.217927409
4722,73.2417529775
161,64.6187250367
2565,71.0511015844
6910,51.1114073755
2214,64.9578219751
2998,70.1208704286
3686,48.4443339514
124,48.8901852223
7026,54.5796232912
1607,61.9230049104
4208,9.05507509719
1311,77.5362781011
3396,68.3198039479
5468,62.5087655472
4415,75.9519541226
5818,10.7106508925
2947,57.4872511632
4749,71.9978860652
6776,59.839854471
2153,55.2160532409
4174,29.4909198382
2036,70.5901830728
1021,60.1846935971
4011,54.8966399524
904,29.5449434844
5822,73.1898097746
6929,65.0910972548
876,68.6894771839
5776,60.2435877051
2006,55.1714045285
3253,66.0887387858
4217,8.7692539404
4209,44.7365319059
1658,72.3406128144
5920,79.2718526366
5522,37.376042699
3332,59.7179690284
634,53.7731523857
3132,65.2621603628
4574,56.7764190136
3315,57.7248019918
6869,32.994420999
1316,30.5342064108
413,22.1289485678
1297,31.1186950315
1826,36.3920228689
1117,25.4258035402
5771,69.6702572699
6919,78.371241809
6090,72.4877042263
1585,28.5788358842
2366,48.3308505575
1771,49.1606950802
2320,18.9168707297
3,38.4451583003
2140,45.0402270511
920,58.0324385205
3828,51.6796604897
3421,66.4621242846
320,82.4118618425
595,70.6738387994
2902,82.5962974776
6995,67.3596940458
589,23.7446327707
2778,28.9316032882
3263,64.7104084028
6649,56.0865479457
536,53.0922746418
2941,73.4706422199
2967,47.6812847893
401,53.8082742878
342,18.885401641
4502,36.9512135664
64,71.1898997518
312,54.799262924
5118,66.2328034172
6399,89.3585412793
1251,64.2716520106
810,60.74193709
4168,60.4333882591
4241,26.0932080276
6550,38.0317871219
3806,79.4822811358
1164,18.984341137
622,36.926332158
1314,59.1587784181
251,36.0825553298
7118,75.5213924044
2431,13.3828585617
2551,50.2740962165
1028,24.9182014642
3140,74.5095107633
3661,28.6926588429
3304,63.3620183657
3251,64.1573944622
5676,57.1998714949
4999,67.2900817157
3404,53.1372695907
1062,19.5945835875
575,53.5811480926
6058,80.3355203545
5062,26.4996511198
384,18.8259449263
1354,34.6117463625
4101,72.7721540167
6909,43.3185285057
5796,62.8025039022
7268,44.8104044308
4003,25.6639865188
2499,56.3675528198
901,62.2255694832
3335,60.6080438414
906,44.4301504302
4843,69.6497017826
4649,56.628369169
3608,28.8146793602
4695,33.7750387226
3423,78.2871408891
5606,66.5561239614
2347,32.2253639992
2456,22.5043476845
1196,63.1594393247
2773,31.3295378725
4409,39.2019161526
6546,64.2646387985
1700,69.9949460925
6081,68.2552997618
1544,50.1765913945
2444,61.7237734617
3693,26.8728008887
6209,70.002069705
4441,19.7294787796
5299,88.0693355485
5144,36.4126059228
6033,54.8088464718
5442,63.4837337003
3997,55.4178715284
3797,38.9962413925
4525,39.1069461809
6795,65.4999017755
5186,79.872876833
2536,74.9902933963
3594,24.5276709854
5232,62.8715759192
6321,52.9029532924
4833,20.7607714356
1801,63.9099266415
3100,30.7474599871
75,67.0007124992
7046,59.4042096772
4454,56.9386275719
6860,64.6320045049
4176,33.7938273627
4622,43.9968805953
378,62.4402180603
5272,80.4625470259
3554,66.2706667769
6963,87.781363349
4429,54.0447998582
5397,80.004729022
5161,21.8743634333
3064,65.600710663
3458,74.2689294417
714,55.0641365043
5981,59.1244585461
5793,59.6532843097
2733,59.8032175605
4986,30.1140571371
3749,49.6757138815
4728,28.1212781039
1494,38.7246570149
4053,68.9070459975
2156,73.4135856438
5789,57.6901167384
2856,58.4552187223
3825,24.334936647
3866,55.5743421626
5668,52.326648048
4035,67.2989356623
5220,66.2907093874
5926,62.794586704
6261,48.4470001139
699,72.4087256614
477,74.8046284552
3065,23.4863814464
585,73.7453604372
4552,55.4216553718
3612,18.076759519
5099,49.211393767
1916,47.3734933963
4453,65.3929934468
5654,60.5024079603
1605,92.9376556025
3794,58.7961861085
5438,53.6509727883
3021,92.8854103386
4755,32.6913262373
1579,55.1498447861
2267,74.5209184077
6765,72.1874272831
1057,71.7615975917
6255,61.3774750726
5386,40.4046651225
2515,21.7376260421
1698,36.8098732496
1333,62.0859083559
1219,71.2581481476
5374,14.6723476843
4911,67.4555960123
3765,55.4447467358
1395,69.7045685451
3543,55.9696239863
4,59.3345317398
6181,65.7615772317
1932,85.7499936149
1372,24.2019205746
6967,60.7294467033
2259,60.811307748
629,70.8568099254
6877,54.0038602941
2910,43.7794165612
3684,28.4681266669
6482,14.5923246537
544,59.263523318
187,27.8404771195
3649,23.7801301793
3538,32.8111664282
2209,58.8012007057
3590,36.6022728747
5072,66.5914609625
5728,80.004729022
4273,58.1276893713
1288,58.5501059098
2166,68.7056951543
2260,61.3222268787
6547,67.068253035
3343,62.19805886
2344,56.138817683
3973,76.7604216666
1017,16.073274733
751,71.0761152853
757,34.6315722398
2072,57.4492297462
2215,67.127506862
4647,41.4208633444
6826,55.690098099
48,53.0520316883
1280,29.9658083581
1849,61.1113577543
2407,76.4053927812
3031,56.1470838216
1459,62.7228243475
6644,57.7103107414
4103,67.4993970117
4149,26.8809544863
5709,61.8638380917
6979,66.4012946116
1969,48.5860057097
1397,17.2034212367
6947,24.7207677153
3372,56.043903686
6176,62.9075778155
6934,67.6977202285
2272,40.625582402
3293,63.4977756506
3643,22.2123200676
4705,29.9321101284
1353,25.251000467
2228,66.2713806407
6641,49.4957922159
91,64.4847932442
7235,80.2414839218
742,58.1496214967
732,82.3148835001
4942,67.8193928394
4680,62.0145933058
2455,58.436450187
5924,62.794586704
2173,51.3510152437
3223,63.5840975174
3673,60.4541312742
215,67.6313740028
5140,20.3329126539
4427,52.3891158906
5998,39.8726194898
3254,83.9486057813
6859,65.6298529364
769,31.1078578375
3163,61.6062991695
6560,61.560071674
4875,56.5661794894
724,32.7003217293
4085,64.8324214222
5067,60.655787563
2246,65.589934932
4430,50.9742629479
6948,68.1123032912
3139,39.4772089888
5476,77.2999344796
785,64.1418840429
1510,60.0721760293
4979,18.3450622515
126,61.5467719154
2954,64.8688339501
3059,67.5684040121
321,21.701348207
1346,44.4973861109
6256,44.8250889867
1593,90.4861464059
616,54.6136223509
6768,65.5850094244
6544,60.6680916292
2561,62.9839021111
6308,66.2743744273
7099,75.3282109456
1264,85.2179013836
3549,63.7927813783
5925,59.7515558405
5678,60.0367444053
2540,53.2113197346
4408,65.5072302688
6807,32.8324863438
1205,65.2722632152
3491,45.4236793901
4218,6.01204423372
4356,58.3573900684
5180,35.3279198877
3569,21.1367954872
3550,24.4614247233
4248,19.2902110414
5293,66.9177302676
1880,33.2228028201
4198,35.8410281086
7230,72.2540075226
4507,60.6680916292
2859,48.0137630138
2352,67.1130005198
6810,86.2077947207
4734,57.9905008365
6864,74.6428845064
1756,57.0047595658
4679,46.4862945329
2857,44.5129310445
792,59.9134086544
1673,56.5325318266
425,59.0060134638
2876,65.7700994801
3217,49.2396351313
3944,17.4154051254
1046,28.2402894839
960,39.0955676058
5802,60.8173738033
4823,59.735699581
4398,56.7990442937
5887,28.9908456047
554,33.1515701051
4968,34.8904175444
4048,27.1919452188
5411,65.5109264287
1330,22.136206627
6199,69.6161820272
3691,25.1949548332
4696,23.86975786
2890,32.1800326422
965,24.1646721548
6080,66.1597156927
212,28.3037696718
6881,58.9732697119
2059,70.6551605439
6960,61.7171225221
1245,73.7354024243
5768,69.2810960629
154,22.319496284
1016,23.5222257164
5368,48.484881937
662,61.484093371
4784,34.7117571825
3056,23.5943618796
4611,52.3628437193
151,17.2035580181
827,24.2920116865
2815,55.8803607574
1306,34.3569704511
3368,72.1717352015
3497,34.7782191016
1977,11.9577403281
5096,25.9495499693
6774,69.9891028341
2647,66.3562400155
1274,85.9248264136
7251,42.3613041262
6180,73.1373144328
5838,75.3282109456
6327,61.1557373831
2235,70.2110502935
4097,63.4754628149
7149,69.9814582033
3931,51.3200259399
7074,59.4484081659
519,60.2046193451
1584,79.5461431589
4082,32.2691007456
1809,25.6134421337
2123,42.2123687318
114,60.6680916292
6576,40.0835677495
7255,53.1649781736
3240,66.0526934385
4166,43.4495054746
3300,75.882448225
1385,30.3992437168
4797,78.7111814035
5677,81.4881324737
4821,61.134848063
2091,86.7092969768
4631,58.2785330199
5745,64.2052343945
4109,25.8410647024
5101,60.0162265081
2187,35.2757490127
6757,63.6201950359
2116,92.2793212519
2135,60.4283204637
5051,65.0566472169
2450,18.9062449989
1971,51.726599276
5205,63.7111224926
3744,27.2345421276
120,30.9019581619
5321,41.4461204458
4579,75.8236478277
5671,50.1993508232
2329,29.1921700654
4073,40.3216581388
3667,60.1453600332
3750,23.9765941443
4865,75.2896125587
4282,29.0851804747
6248,64.2693996908
1129,57.4520953639
3704,24.1969052771
4732,66.8655977809
1580,30.5783848037
336,60.2338527361
1096,85.2965442336
3666,9.96109497798
2990,58.3180668247
207,54.8139307338
5302,61.6250515486
2504,60.0954387204
3051,19.9559283318
737,62.3406586179
2287,25.5913356516
6279,61.2411550537
2544,21.1871154471
2526,58.170458509
4371,16.2243717193
1216,41.7261403711
4317,31.6291024669
92,57.877323318
3308,37.4999480893
3631,53.942472063
4172,33.5664194217
4300,46.3295622604
1165,34.2348640307
1825,57.5262973314
3014,56.9131461489
6203,66.5084356535
3197,78.0241877758
89,14.8774298658
1604,66.4478711755
977,26.1006730738
2245,55.7803543876
4214,42.2001605443
733,82.7427646156
3832,21.6773081701
915,25.1189901566
4839,22.0464058944
1948,74.8409478048
5450,46.8284033653
5741,82.9749170191
2076,54.1089181841
2810,36.6091668027
6250,54.3628186594
6823,57.4058495229
4822,59.2121291986
2965,48.1240689109
3954,14.0832822388
2959,59.5250662488
3306,22.8258403415
6862,66.2328034172
4959,27.1521054896
2119,68.2881286119
2745,71.5215629225
1155,67.9741219726
2807,36.2942326487
2257,64.5898027789
2224,31.3654405151
1249,81.9121994686
6319,58.9919602783
1503,32.7504627957
1400,51.2586150927
4653,38.3709507511
4145,20.2210263291
5280,42.7453022649
186,52.5418596567
6589,55.3312833304
2769,59.8607262464
3038,24.7925564155
125,84.0149632049
3030,38.07726045
4472,38.4215534211
3233,64.4847932442
734,29.8109339221
1674,40.5625985433
3190,31.4396704678
383,35.8940990312
6841,80.9676683198
7075,56.1642027506
549,18.9607002938
1479,28.4016872582
4715,52.7611724928
2348,24.3021397367
3084,45.5554854922
475,19.107169109
853,19.3946535466
4316,63.9603654741
1371,31.2529764588
2928,61.5371221023
7222,89.4158980649
2868,30.6905334339
4339,58.5096347589
6885,73.6166094175
6144,67.0993074921
659,63.7755105148
4364,81.9870722964
1552,27.9362886272
6543,64.8610612009
4884,71.5149549578
3007,23.4672193693
2110,40.3479932451
1937,70.9461275846
1111,69.4779480639
4555,59.0726388225
2622,66.3798873428
105,44.182168454
2719,74.4857095735
6201,22.709241037
3289,51.889708834
1463,51.0405977861
3970,62.4847126381
6082,74.8046284552
5679,60.9755468601
11,31.99603682
3972,65.7021059768
3621,41.7209121803
5451,61.9611641215
7211,72.231390989
894,21.5241847649
3844,31.2548494138
656,24.7797344781
4093,60.3086800474
689,28.9707542439
4340,59.101542839
353,55.2161098854
2346,24.4206678872
4624,65.9713029278
840,27.0942978711
1160,29.1730134694
3146,37.4690223377
5613,78.4850578757
2331,35.3243681622
1049,60.4328102514
6093,74.3166863904
6808,69.6385386521
7237,80.2414839218
1592,54.8048652588
3946,25.6861882505
358,10.9567741984
2484,70.2439349592
1624,27.385724415
1637,74.8102716402
5228,65.3321076904
3739,55.4636297169
3302,95.2520281962
6711,97.9047957615
6713,68.1521335989
2286,29.441456591
5968,64.708759845
6064,68.2729012749
7091,25.4288244144
3669,30.8448057638
1909,29.0188526219
306,17.168248126
515,21.293096852
5277,12.0770314944
1691,78.102818018
2752,23.9398958388
1340,20.853604973
2730,63.8801459173
5382,28.3707901326
2282,57.9611640609
1112,77.7322140066
5847,50.4110877497
4760,64.3145110392
4199,51.3068963238
4856,21.3214469414
6291,75.0108756306
286,23.9777954848
1818,24.757182647
447,54.8118289763
5978,58.8987453558
4752,62.5843122393
3694,46.4466309977
3092,65.091309569
4188,46.923367269
2035,56.6254077995
5252,31.0788161284
5502,47.3727619449
7095,84.0748625349
4798,71.968153558
1020,57.1182119403
3205,64.8288009052
115,61.542835874
531,61.2314284031
6012,51.5725641391
1147,60.3239854072
7079,63.7589548569
2356,79.1607829412
218,69.1854958842
3715,28.0509539278
4380,67.5667884796
4912,25.7197509973
7108,78.5644232679
6835,79.3016582079
1495,56.1121649107
1086,67.3788572304
6770,69.6519290335
7051,60.3628851185
4623,69.9571210666
4319,78.371241809
5641,81.9434443213
1005,27.4536331274
6980,36.747065521
5259,63.5148975654
1193,40.2773821353
6472,64.9503878632
1133,67.9049871263
3522,70.9541765377
3700,24.2371850212
6842,34.719292623
6417,61.8434307853
5276,59.0725672684
835,49.539301782
1567,60.3472077553
3895,19.7718228532
4598,54.8134790189
379,13.7384156294
7261,28.0909142349
5400,61.6250515486
4597,12.3685161304
3547,19.1554189652
2413,58.3220869963
2917,29.5640196766
5764,78.6745460413
4838,64.2052343945
3199,62.4614850387
3511,76.1120110545
1402,21.0834776427
1978,15.2583274112
4326,62.9483663577
3454,33.2126708601
708,71.8953874677
6298,52.1627836208
845,68.9072529523
7018,15.0872087166
4186,30.9940129137
3656,19.376315291
4094,69.4224916591
2092,79.8201065197
5739,66.1694339283
1709,81.4786649747
2121,70.1911881717
6872,52.8946768697
245,31.4065422159
7080,75.4440027813
6418,79.5261189218
5178,78.7012505111
4065,57.6773327
5518,64.7607664003
3303,62.0059303566
256,51.4404296003
6351,69.0961926521
4637,56.3540375638
2340,35.4532151727
1976,36.0155100093
2643,72.9505653397
6245,64.2786340837
2925,29.2217223139
3802,24.6335164602
6745,47.0068902888
2633,27.3958118167
155,22.7639424394
7171,61.1684512411
6803,46.849422308
1708,86.1447294989
3892,70.2217934583
2609,62.7255809969
1215,62.9483663577
3234,48.1124382411
1713,64.5882919438
4769,25.9537357504
4485,54.0904790735
2256,27.4244549038
6529,58.9214124573
7154,46.7585056574
2663,53.2180224264
500,32.4453005549
6316,57.7951252238
2157,58.7140066267
3695,60.0153839453
813,33.1805475312
7243,75.6582196476
4057,45.5006706733
5906,62.9203378501
7110,78.5644232679
2525,81.8922910917
4347,66.5084356535
5298,50.3935275668
1289,25.7351289784
5364,69.6497017826
3174,69.1644300964
2278,78.768289449
238,40.8048649406
3837,53.2635268839
4107,80.3601432113
6499,69.0710227487
1474,68.163840579
760,68.0818598037
1378,17.9838398811
2931,69.1676780938
6049,44.2661169173
3999,23.4734532815
4132,32.375205684
2852,49.6403161588
2957,63.235519938
538,29.3628706989
6834,61.9611641215
905,44.4621200162
4074,26.9234203404
3489,26.5994248243
3984,37.8746255601
2379,48.6595963374
443,16.6971891094
7076,52.8810259873
138,60.8042761364
3115,25.7461658922
913,55.1910713077
5656,63.2297853217
410,66.9066647761
3436,61.9459787831
3317,57.7248019918
3305,51.102972003
4024,59.5143114321
338,14.7553748528
6558,65.6077399268
1575,20.2041968621
6153,67.8243287824
6800,69.1676780938
317,13.1184815952
2597,45.0619503055
815,35.1380636055
1498,49.0269861009
2226,74.598054574
3571,53.2798116519
2018,45.2425349461
944,62.4981451133
3781,21.0569704528
3187,30.332983126
695,58.2589963691
4263,63.8912382765
4071,26.0648922183
3131,55.254902966
5421,63.3055550656
2717,56.4926629375
1738,28.2042606429
3532,57.4096100909
2880,28.944131671
227,70.3119863211
5699,52.4676536942
47,94.0823890174
661,51.0384496632
1896,31.7326846491
5313,65.7142574274
922,85.3325636773
2786,35.3886991529
4445,33.4967599024
5075,84.6989890537
981,27.4848000791
2749,38.9590032588
2420,62.5237278847
958,29.5017732778
4596,17.8815717763
4565,58.0856290206
1627,57.0842117993
1842,39.369524839
5251,68.6432066235
754,39.3798007587
1936,71.164476504
4115,70.3347902479
1761,50.1621107624
4372,22.3857935509
6758,63.6201950359
3022,64.1000076794
4868,57.5449804776
617,20.7786906787
5840,76.2822922603
1900,28.8801624227
4458,24.0365516052
2351,33.5095479105
6955,54.5911075068
2125,39.3810735137
2277,19.7702631532
420,20.3575991957
823,61.1448573125
2547,60.9736636147
3616,16.4111361357
6821,63.4432468538
177,17.1815852225
4167,57.3929486075
2887,61.6529890462
1990,48.0283095345
1061,72.1461355281
1555,74.0554529572
504,72.5904832495
131,69.8241704713
6314,61.8129134853
3859,32.4484620848
7195,59.868072826
3047,56.1216225321
6705,68.7262721989
16,67.9071093663
727,18.9036587269
1038,49.8723983133
3262,73.0665843387
6922,63.1987722292
2174,32.1693090772
6599,67.9913801859
3378,93.7634014477
2442,67.3735184414
152,63.3326701409
2589,54.9027345297
5781,54.9279070402
2073,38.2475687272
3282,51.4089501456
5993,85.9412768997
3069,35.2773156904
1876,30.4203779341
3603,20.5984788374
2183,30.0763231087
2794,52.6726358293
7096,68.3771101366
683,48.5049119816
5297,76.6073170972
25,61.0777437449
5181,60.6962744953
6581,61.9611641215
2317,23.1330272888
1213,73.4706422199
6338,78.8128873781
3763,20.8705281362
163,54.9156400488
759,54.9690487232
6128,58.9225943245
619,64.3223944695
35,75.5854505274
4709,23.7712470738
1838,62.3471918685
157,35.4055527689
1765,53.2553550803
6368,65.1633406658
1411,56.3796694538
4473,71.7615975917
6139,67.5485550912
2193,34.9621258662
7055,66.2226144968
1963,31.1934003953
1202,42.5431146256
1657,77.083667584
5263,62.2433542764
1090,66.234801576
2080,56.5899426412
3259,41.1752970302
5503,66.8434698611
750,73.8863321208
624,48.4793195585
3255,52.2098130933
6454,62.9483663577
2746,47.3347809351
2291,51.1986935918
4451,44.4103208479
2477,26.2729756866
1996,20.5559503655
3567,17.4850935009
5731,64.017931714
1951,73.0664572309
3452,50.7151319729
454,62.7247462034
4899,35.3654972525
556,63.3130402276
1791,63.2052987349
3003,62.1828214156
3557,67.3026003907
3318,55.3458186268
2299,49.3932075693
2712,48.3473298148
2812,31.1712836405
4040,27.2850145786
4795,29.9349648529
459,16.3125620874
4095,66.5956753595
5860,67.4683176873
302,54.9595730613
6138,44.2421761957
62,39.8278627722
1141,45.0940193638
2728,81.8068028864
198,21.0958441003
299,18.4834737566
3769,18.9190316189
3228,58.1079778591
1412,40.8171001181
1524,60.8070169795
3681,40.7008464196
4106,33.2802698861
422,64.6189308186
2870,57.2907283382
1453,62.9483663577
3743,28.7630155197
5857,44.0133488423
6008,55.4022403087
2510,40.0911788313
5231,63.4470062612
2459,30.3527064908
739,32.5808850928
5763,50.3935275668
435,56.4341153852
7119,75.5213924044
1171,54.3776698771
1822,62.1559462605
1664,54.2667079002
7100,65.6832413354
2031,25.0261463358
6528,63.4930656029
532,16.5904571998
1642,28.9051818554
4190,38.4492500295
5016,56.9423488386
6339,74.1470861428
3508,49.0988965522
1632,86.2548442256
1839,25.5055774983
2869,59.2029029409
959,23.0640389903
6257,61.6762954782
2644,81.6278625397
6999,23.1680241613
2149,67.0311477864
4212,51.3310828914
5884,46.3146051277
1452,65.0248267967
242,32.3313225692
4754,54.1442496198
272,21.2082799781
3850,32.7743277536
1081,50.7896497393
2705,28.5108919209
1329,73.1897976211
3927,15.8566909757
633,71.1328043583
3229,65.1059301213
2759,26.4505505063
1365,61.4206655713
2953,60.8597509041
852,54.4910870195
865,33.4943884328
1029,61.1976043138
0,56.8004486637
3496,20.4591452251
